Rank,Name,Ticker,Industry,Sector,Returns,Volatility,P/E Ratio
766,Silvercrest Asset Management Group Inc,SAMG,Asset Management,Financial Services,0.0032258187570879536,1.5566817386445668,8.05
767,Dollar Tree Inc,TREE,Discount Stores,Consumer Defensive,0.0032200139409101075,1.9465299886970384,20.33
768,BOTS Inc,BTZ,Software - Application,Technology,0.003212848390829682,1.6674186958482593,0.27
769,Sprouts Farmers Market Inc,SFM,Grocery Stores,Consumer Defensive,0.0031876869349392583,1.7285488280217396,13.79
770,F N B Corp,FNB,Banks - Regional,Financial Services,0.003172082707539551,1.7375723097259619,11.85
771,Telefonaktiebolaget L M Ericsson,LMB,Communication Equipment,Technology,0.003169569113768284,2.0203768428433153,9.35
772,West Fraser Timber Co.Ltd,WFC,Lumber & Wood Production,Basic Materials,0.0031204475967512055,1.8455491095512686,3.04
773,Taylor Morrison Home Corp,TMHC,Residential Construction,Consumer Cyclical,0.0031138654915317285,1.4427814642946764,3.68
774,Panoro Minerals Ltd,PML,Other Industrial Metals & Mining,Basic Materials,0.0031104170233983287,1.7041133143345306,20.33
775,Washington Federal Inc,WAFD,Banks - Regional,Financial Services,0.003105542600986111,1.761185656225523,10.07
776,ZK International Group Co Ltd,ZKIN,Steel,Basic Materials,0.0030257156615033356,2.3537093728924154,15.90
777,Edgewell Personal Care Co,EPC,Household & Personal Products,Consumer Defensive,0.0030238950533254547,1.6497412194941854,21.69
778,First Bancshares Inc,FBMS,Banks - Regional,Financial Services,0.0029850290782416043,1.520611642247521,10.42
779,Zions Bancorp NA,ZION,Banks - Regional,Financial Services,0.002950844769037787,1.9863211503911098,9.60
780,San Juan Basin Royalty Trust,SJT,Oil & Gas E&P,Energy,0.002898547920302406,1.9459484730608216,6.97
781,H&R Block Inc,HRB,Personal Services,Consumer Cyclical,0.002888083808758903,1.861701796977475,12.02
782,Old National Bancorp,ONB,Banks - Regional,Financial Services,0.0028248155313776078,1.8836762783641874,16.16
783,ChipMOS TECHNOLOGIES Inc,IMOS,Semiconductors,Technology,0.002789397589079432,1.9578161460177936,4.79
784,IG Design Group PLC,LYG,Specialty Retail,Consumer Cyclical,0.00276249425358517,2.0929701708277397,20.49
785,Semperit AG Holding,SEM,Specialty Industrial Machinery,Industrials,0.002747210712340189,1.6569336414322444,3.87
786,Hess Corp,HES,Oil & Gas E&P,Energy,0.0026928269613347537,1.874813998839577,23.87
787,Bakkafrost P/F,F,Farm Products,Consumer Defensive,0.0026833391907247813,2.0366210508717066,15.38
788,PLDT Inc,PHI,Telecom Services,Communication Services,0.0026799269745457323,1.973203939584083,8.52
789,IG Design Group PLC,IGR,Specialty Retail,Consumer Cyclical,0.0026737942346945313,1.9967802834469865,21.33
790,Selective Insurance Group Inc,SIGI,Insurance - Property & Casualty,Financial Services,0.0026689983833692054,1.9407293793649463,24.69
791,Opiant Pharmaceuticals Inc,OPNT,Biotechnology,Healthcare,0.002641269744030392,2.3048949767505893,24.45
792,Firsthand Technology Value Fund Inc,SVVC,Asset Management,Financial Services,0.0026409055943829923,1.7787356084377788,7.32
793,Centrus Energy Corp,LEU,Uranium,Energy,0.0026315764707211,1.9812766628237541,4.24
794,MYR Group Inc,MYRG,Engineering & Construction,Industrials,0.0026219792978156406,1.5345196777243386,20.92
795,Herbalife Nutrition Ltd,HLF,Packaged Foods,Consumer Defensive,0.0026086257111080334,1.9198868115516021,5.31
796,MorphoSys AG,MOR,Biotechnology,Healthcare,0.0025878596727257597,1.253205866403842,24.04
797,Andersons Inc,ANDE,Food Distribution,Consumer Defensive,0.0025559081679251716,1.8931571811893984,8.70
798,MLP SE,MLP,Asset Management,Financial Services,0.0025477683018455786,1.6838572901070163,7.72
799,Pembina Pipeline Corp,PPL,Oil & Gas Midstream,Energy,0.0025161644713190064,2.0577823572528335,9.54
800,Altisource Portfolio Solutions SA,ASPS,Real Estate Services,Real Estate,0.00250273878767785,2.3337638385330144,4.26
801,Empresa de Telecomunicaciones de Bogota SA,ETB,Telecom Services,Communication Services,0.002498376490123544,1.53121961937559,1.83
802,Elecnor SA,ENO,Infrastructure Operations,Industrials,0.0024106619028671484,1.4173541557174463,9.73
803,LEG Immobilien SE,LEG,Real Estate Services,Real Estate,0.002395173032840399,1.8582611388599997,3.39
804,Cisco Systems Inc,CSCO,Communication Equipment,Technology,0.0023949621080051834,1.7369542408513157,17.45
805,Central Valley Community Bancorp,CVCY,Banks - Regional,Financial Services,0.00239469092044465,1.5226909437231673,9.85
806,Cracker Barrel Old Country Store Inc,CBRL,Restaurants,Consumer Cyclical,0.0023635604523556497,1.915263916820212,19.57
807,Stellus Capital Investment Corp,SCM,Asset Management,Financial Services,0.002336427773729036,1.6032585263309458,12.50
808,Glacier Bancorp Inc,GBCI,Banks - Regional,Financial Services,0.0023334237308787927,1.695278364420868,20.00
809,First Busey Corp,BUSE,Banks - Regional,Financial Services,0.002295824708090893,1.5092369642184302,11.17
810,CRA International Inc,CRAI,Consulting Services,Industrials,0.0022923835340147095,1.7582227334548899,20.62
811,CTT-Correios de Portugal SA,CTT,Integrated Freight & Logistics,Industrials,0.002286565032992853,1.6264116251626557,9.90
812,First Republic Bank,FRC,Banks - Regional,Financial Services,0.0022603638812727337,1.746417580916114,15.06
813,RPM International Inc,RPM,Specialty Chemicals,Basic Materials,0.0022235821232510383,1.886231071357814,21.01
814,Louisiana-Pacific Corp,LPX,Building Products & Equipment,Industrials,0.0022091114241333913,2.02809002866467,4.43
815,Penns Woods Bancorp Inc,PWOD,Banks - Regional,Financial Services,0.0022085311730192835,1.572629316768945,10.85
816,Village Super Market Inc,VLGEA,Grocery Stores,Consumer Defensive,0.002195370146720943,1.5883003770411803,10.95
817,Acushnet Holdings Corp,GOLF,Leisure,Consumer Cyclical,0.002174908434405251,1.3229698221212687,18.28
818,Unity Bancorp Inc,UNTY,Banks - Regional,Financial Services,0.0021551394575993945,1.6747382712398673,7.33
819,Ehime Bank Ltd,EHI,Banks - Regional,Financial Services,0.002145971933322828,1.925625354146372,5.51
820,Barrick Gold Corp,ABR,Gold,Basic Materials,0.002116450599719872,2.181675873156432,17.45
821,Genfit SA,GNFT,Biotechnology,Healthcare,0.002068947101461476,1.2476612363191222,4.67
822,Liquidia Corp,LQDA,Biotechnology,Healthcare,0.0020575620925850943,1.1669548437969526,4.12
823,Cirrus Logic Inc,CRUS,Semiconductors,Technology,0.0020555456017087334,1.9487598007434086,13.07
824,Callon Petroleum Company,CXE,Oil & Gas E&P,Energy,0.0020491294692978434,1.7442911802966596,2.06
825,Medibank Private Ltd,MPV,Insurance - Specialty,Financial Services,0.0020188887845651593,1.6863484994877738,20.04
826,Huntington Bancshares Inc,HBAN,Banks - Regional,Financial Services,0.0019854855941211246,1.9748331825401175,11.24
827,Ceragon Networks Ltd,GGN,Communication Equipment,Technology,0.0019341879878357643,1.8458561570512375,12.72
828,Denny's Corp,DENN,Restaurants,Consumer Cyclical,0.001932972428243998,1.623828636436751,6.41
829,Lifetime Brands Inc,LCUT,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.0019242933083750834,1.7705021972661186,17.57
830,Host Hotels & Resorts Inc,HST,REIT - Hotel & Motel,Real Estate,0.0019157527363557198,1.8971469532846568,14.31
831,HF Foods Group Inc,HFFG,Food Distribution,Consumer Defensive,0.0018905525418075285,2.1345261907297686,14.47
832,United States Cellular Corp,USM,Telecom Services,Communication Services,0.0018787845591777207,1.873771204476,23.31
833,Orron Energy AB,LYV,Utilities - Renewable,Utilities,0.0018726126889400214,1.7243317272020302,22.57
834,Scholastic Corp,SCHL,Publishing,Communication Services,0.0018639756399750427,1.7130169126167933,21.83
835,Ulta Beauty Inc,ULTA,Specialty Retail,Consumer Cyclical,0.001862073859977753,1.8747199639239818,21.37
836,Cummins Inc,CMI,Specialty Industrial Machinery,Industrials,0.0018461830595619658,2.108636555719002,18.15
837,Bic,BIF,Household & Personal Products,Consumer Defensive,0.0018297807439114804,1.8469630698944801,12.30
838,Cenovus Energy Inc,CVE,Oil & Gas Integrated,Energy,0.0018281954781364923,1.9438925119903527,9.73
839,Cresud SACIF y A,CRESY,Conglomerates,Industrials,0.0018094503488273776,1.5273667752651905,2.35
840,SELLAS Life Sciences Group Inc,SLS,Biotechnology,Healthcare,0.0018018018018018018,2.4276682924626565,0.63
841,Seneca Foods Corp,SENEA,Packaged Foods,Consumer Defensive,0.0018017743084881757,1.3496307923709185,10.91
842,Donnelley Financial Solutions Inc,DFIN,Capital Markets,Financial Services,0.0017678661083915812,1.2823743814738626,11.52
843,United Fire Group Inc,UFCS,Insurance - Property & Casualty,Financial Services,0.0017556581886536595,1.8720524904256095,13.83
844,Harbour Energy PLC,PMO,Oil & Gas E&P,Energy,0.00172558272873619,1.6302045978760538,3.64
845,BancFirst Corp,BANF,Banks - Regional,Financial Services,0.0017050037769729659,1.810543937843627,16.50
846,Tethys Petroleum Ltd,TPL,Oil & Gas E&P,Energy,0.0017033704581710227,2.2749547553212563,3.84
847,Central Iron Ore Ltd,CIO,Gold,Basic Materials,0.0016963916733150196,1.615460734618197,1.40
848,Sinclair Broadcast Group Inc,SBGI,Entertainment,Communication Services,0.0016778907949432473,1.7315321286142045,0.49
849,Apollo Global Management Inc,APO,Asset Management,Financial Services,0.001651229720169546,1.6122183365896021,7.58
850,National Bank Holdings Corp,NBHC,Banks - Regional,Financial Services,0.001630472134102368,1.3149624961894146,17.18
851,Simmons First National Corp,SFNC,Banks - Regional,Financial Services,0.0016234138197320175,1.7526828667190266,12.29
852,United States Lime & Minerals Inc,USLM,Building Materials,Basic Materials,0.0015645730294228059,1.7722963894055528,19.46
853,Hoftex Group AG,NBH,Textile Manufacturing,Consumer Cyclical,0.001465235041949794,1.6468258159866416,15.43
854,Intel Corp,INTC,Semiconductors,Technology,0.0014571587273947925,1.7057484072512865,8.90
855,Astronics Corp,ATRO,Aerospace & Defense,Industrials,0.0014347200439277495,1.608602465038912,4.99
856,HeidelbergCement AG,HEI,Building Materials,Basic Materials,0.0014123787417260674,1.9685377299964084,7.11
857,Universal Stainless & Alloy Products Inc,USAP,Steel,Basic Materials,0.0014104022326472793,1.7748076146585374,19.27
858,BayCom Corp,BCML,Banks - Regional,Financial Services,0.0012992934797423717,1.2823494794436419,9.81
859,Hilton Grand Vacations Inc,HGV,Resorts & Casinos,Consumer Cyclical,0.0012556312768391546,1.4740175164989167,14.27
860,Fitzroy River Corp Ltd,KIO,Oil & Gas E&P,Energy,0.0012531017569895632,1.7714346881429566,14.79
861,Nuveen Credit Strategies Income Fund,JQC,Asset Management,Financial Services,0.0012391857819089747,1.9630231508830573,14.25
862,Freeport-McMoRan Inc,FCX,Copper,Basic Materials,0.0012344783625436305,1.9840547724180733,16.03
863,Timberland Bancorp Inc,TSBK,Banks - Regional,Financial Services,0.0012300404355558403,1.679921141228109,11.98
864,International Bancshares Corp,IBOC,Banks - Regional,Financial Services,0.0011890425200405997,1.755626692338844,14.37
865,Hertz Global Holdings Inc,HTZ,Rental & Leasing Services,Industrials,0.0011764537242379557,1.5031636659259497,19.65
866,Healius Ltd,PGZ,Diagnostics & Research,Healthcare,0.0011743129541222752,1.6106633612595052,5.94
867,CONSOL Energy Inc,CEIX,Thermal Coal,Energy,0.0011652117743729685,2.3889163469913277,5.42
868,Tecnoglass Inc,TGLS,Building Materials,Basic Materials,0.00114288330078125,1.3256011756477184,12.12
869,MV Oil Trust,MVO,Oil & Gas E&P,Energy,0.001132528761975201,1.710192711116079,8.10
870,Home Bancorp Inc,HBCP,Banks - Regional,Financial Services,0.0011324855114951556,1.7843303252929834,9.81
871,1st Source Corp,SRCE,Banks - Regional,Financial Services,0.0011288345601370678,1.770913223521064,11.16
872,Columbia Sportswear Co,COLM,Apparel Manufacturing,Consumer Cyclical,0.001094579622409003,1.4903970001793545,17.45
873,AerCap Holdings NV,AER,Rental & Leasing Services,Industrials,0.0010847506256386134,1.8224285704423313,6.82
874,Renasant Corp,RNST,Banks - Regional,Financial Services,0.0010602043516183466,1.681805515928646,13.26
875,QCR Holdings Inc,QCRH,Banks - Regional,Financial Services,0.0010493018984142548,1.5345112305463622,8.37
876,Cal-Maine Foods Inc,CALM,Farm Products,Consumer Defensive,0.0010460091602213688,1.8690103171834078,9.71
877,The Timken Co,TKR,Tools & Accessories,Industrials,0.0010416507720947266,2.0249630876142914,14.71
878,Ball Corp,BLL,Packaging & Containers,Consumer Cyclical,0.0010376372585991739,2.13015999799046,18.02
879,Teva Pharmaceutical Industries Ltd,TEVA,Drug Manufacturers - Specialty & Generic,Healthcare,0.0010357565156303458,1.9545127639783837,22.62
880,Permian Basin Royalty Trust,PBT,Oil & Gas Midstream,Energy,0.0010298896851234566,1.7779979917247593,23.42
881,Community Trust Bancorp Inc,CTBI,Banks - Regional,Financial Services,0.001007033948115509,1.767163270528921,10.53
882,Exelon Corp,PEO,Utilities - Regulated Electric,Utilities,9.842745110260147E-4,1.9797788716290632,20.75
883,Sandy Spring Bancorp Inc,SASR,Banks - Regional,Financial Services,9.80895456712084E-4,1.5751718492750777,8.99
884,Hancock Whitney Corp,HWC,Banks - Regional,Financial Services,9.727477738570344E-4,1.8772469118798762,8.52
885,Amcor PLC,AMCR,Packaging & Containers,Consumer Cyclical,9.597148568728893E-4,1.2039579907672577,22.08
886,MGIC Investment Corp,MTG,Insurance - Specialty,Financial Services,9.560448226927077E-4,1.9669482172613222,4.77
887,Extra Space Storage Inc,EXR,REIT - Industrial,Real Estate,9.408964553033006E-4,1.8906458292678088,20.92
888,New York Community Bancorp Inc,NYCB,Banks - Regional,Financial Services,8.561023070427756E-4,1.7959307797315278,7.27
889,Eimpskipafelag Islands,EIM,Integrated Freight & Logistics,Industrials,8.495560593562982E-4,1.6519617293436182,7.94
890,Thai Union Group PCL,TU,Packaged Foods,Consumer Defensive,8.395964086541208E-4,1.8024714525882497,9.74
891,Fulton Financial Corp,FULT,Banks - Regional,Financial Services,8.051714026091978E-4,1.6569454060614572,10.81
892,ABM Industries Inc,ABM,Specialty Business Services,Industrials,6.576934516286725E-4,1.851390646882555,13.55
893,TimkenSteel Corp,TMST,Steel,Basic Materials,5.717683826588528E-4,1.9422706418027083,6.33
894,FirstCash Holdings Inc,FCFS,Credit Services,Financial Services,5.614308888257176E-4,2.019192425922935,20.58
895,Patriot Transportation Holding Inc,PATI,Trucking,Industrials,5.344858028417291E-4,1.7728886824666839,3.81
896,PaySauce Ltd,PYS,Software - Application,Technology,5.168076839630956E-4,1.645180515287018,5.49
897,United Natural Foods Inc,UNFI,Food Distribution,Consumer Defensive,4.433708156297895E-4,1.8763401030570315,10.34
898,Laboratorios Farmaceuticos Rovi SA,R,Biotechnology,Healthcare,4.3928509144380563E-4,1.997144816652311,10.91
899,Bank OZK,OZK,Banks - Regional,Financial Services,4.147751401359304E-4,1.9059078275390102,8.92
900,Generac Holdings Inc,GNRC,Specialty Industrial Machinery,Industrials,4.1119362694581717E-4,1.8349410883459625,15.17
901,OceanFirst Financial Corp,OCFC,Banks - Regional,Financial Services,3.65772817338092E-4,1.62891697144107,11.49
902,Sleep Number Corp,SNBR,"Furnishings, Fixtures & Appliances",Consumer Cyclical,3.5236889279630844E-4,2.086801436667377,11.83
903,Cementir Holding NV,CEM,Building Materials,Basic Materials,3.485614742308828E-4,1.9137072611958044,6.43
904,WPP PLC,WPP,Advertising Agencies,Communication Services,3.4160302757734406E-4,1.7728244429323181,15.88
905,Simon Property Group Inc,SPG,REIT - Retail,Real Estate,3.127340793588732E-4,2.037874703349998,19.80
906,Southside Bancshares Inc,SBSI,Banks - Regional,Financial Services,2.973036341257385E-4,1.7399374593701196,10.95
907,WR Berkley Corp,WRB,Insurance - Property & Casualty,Financial Services,2.6275850418476656E-4,2.0581016691106377,16.03
908,Sound Financial Bancorp Inc,SFBC,Banks - Regional,Financial Services,2.5805306149644596E-4,1.3811197872057783,13.81
909,Equity Residential,EQR,REIT - Residential,Real Estate,1.5990625663417333E-4,1.8546894925079505,20.37
910,Enservco Corp,ENSV,Oil & Gas Equipment & Services,Energy,0.0,1.381276789162721,1.10
911,TC Energy Corp,TC,Oil & Gas Midstream,Energy,0.0,1.5500725872700047,16.69
912,OneSpaWorld Holdings Ltd,OSW,Leisure,Consumer Cyclical,0.0,2.269414678863862,24.63
913,Enterprise Products Partners L.P.,EOD,Oil & Gas Midstream,Energy,0.0,1.5040943179153963,11.33
914,Focus Systems Corp,FSM,Information Technology Services,Technology,0.0,1.5386526579828779,15.27
915,Norwood Financial Corp,NWFL,Banks - Regional,Financial Services,0.0,1.6246167475284352,9.75
916,Epsilon Energy Ltd,EPSN,Oil & Gas E&P,Energy,0.0,1.2939867714700792,4.47
917,Network-1 Technologies Inc,NTIP,Specialty Business Services,Industrials,0.0,1.2705729998576314,20.53
918,Ctac NV,TAC,Information Technology Services,Technology,0.0,1.8372341295043373,9.76
919,Village Bank and Trust Financial Corp,VBFC,Banks - Regional,Financial Services,0.0,1.6160596262230997,9.55
920,Biocept Inc,BIOC,Diagnostics & Research,Healthcare,0.0,2.7814508837893595,6.41
921,Nordic Mining ASA,NOM,Other Industrial Metals & Mining,Basic Materials,0.0,1.5889787591510547,2.50
922,PCB Bancorp,PCB,Banks - Regional,Financial Services,0.0,1.7471043725691862,7.34
923,YETI Holdings Inc,YETI,Leisure,Consumer Cyclical,0.0,2.5193370260054757,19.31
924,O2Micro International Ltd,OIIM,Semiconductors,Technology,0.0,1.3431717687837283,24.75
